dsc_item,n
"LAVADORA DE ALTA PRESSAO COM MOTOR A INDUCAO - MOTOR DE INDUCAO - BOMBA EM ACO INOX COM CABECOTE EM LATAO - TUBEIRA PROFISIONAL - MANGUEIRA DE ALTA PRESSAO COM TRAMA DE ACO - MANGUEIRA DE SUCCAO DE DETERGENTE DA MAQUINA - PORTA ACESSORIOS - CARRINHOCOM ALCA E RODAS - PRESSAO MAXIMA: 1556 PSI / 107 BAR (110 VOLTS) - PRESSAO NOMINAL: 1037 PSI / 72 BAR (110 VOLTS) - VAZAO DE AGUA: 400 L/MIN (110V) - POTENCIA: 1500 WATTS (110V) - TAMANHO DO CABO ELETRICO: 5 M - VOLTAGENS: 127V - PESO SEM ACESSORIOS: 17 KG - MEDIDAS: 570 X 320 X 330 MM (C X L X A) - MANGUEIRA DE ALTA PRESSAO DE 7,5M COM PISTOLA - TUBEIRA DE ALTA PRESSAO - CARRINHO COM RODAS - ADAPTADOR ENGATE RAPIDO OBS.: USO NA SECRETARIA DE AGRICULTURA, MEIO AMBIENTE, DESENVOLVIMENTO ECONOMICO, TURISMO E CULTURA, LOCALIZADA NA RUA CEL. EDUARDO AMARAL, 236, CENTRO, E UTILIZACAO EXPORADICAMENTE NA COLETA SELETIVA - USINA DE TRIAGEM DE MATERIAIS RECICLAVES, LOCALIZADA NA RUA SAO JOSE, N 1500, BAIRRO JD. IPE, ANDRADAS, MG.",1
LAVADORA DE ROUPAS 16 KG COM DISPENSER AUTOLIMPANTE E CICLO SILENCIOSO ALTURA 1020 CM CLEAN JATO DAGUA CESTO INOX CONSUMO DE AGUA 180LCICLO CONSUMO DE ENERGIA 049 KWHCICLO DIMENSOES PRODUTO EMBALADO AXLXP 1055 X 700 X 770 CM PESO BRU-28538,1
LAVAGEM DE CAIXA D'AGUA NA FARMACIA DE MINAS,1
"LEITE UHT INTEGRAL ZERO LACTOSE LEITE UHT OU LONGA VIDA, INTEGRAL, PARA DIETAS COM RESTRICOES DE LACTOSE. SUBMETIDO A ALTAS TEMPERATURAS DURANTE O SEU PROCESSO DE FABRICACAO, POREM COM A PRESERVACAO DE SEUS NUTRIENTES. AUSENCIA TOTAL DE BACTERIAS E ANTIBIOTICOS E NAO DEVE APRESENTAR ADICAO DE AGUA. O LEITE DEVE ATENDER AS CARACTERISTICAS SENSORIAIS EXIGIDAS PELO REGULAMENTO TECNICO DE IDENTIDADE E QUALIDADE DE PRODUTOS LACTEOS DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO.",1
"LIMPA ALUMINIO, REMOVE SUJEIRA E MANCHAS. DEVOLVE BRILHO E ACABAMENTO ORIGINAL DEPOIS DE POLIMENTO. NAO MANCHA E NAO ATACA O ALUMINIO E SUAS LIGAS. ELIMINA OLEOSIDADE E RESIDUOS ACUMULADOS. CONCENTRADO. BASE DE AGUA. ECOLOGICO. BIODEGRADAVEL. NEUTRO - NAO AGRIDE A PELE.",1
"LIMPA ALUMINIO, TENSOATIVO ESPESSANTE, ACIDULANTE, CORANTE E AGUA 500 ML",1
"LIMPADOR MULTIUSO :CONCENTRADO PARA LIMPEZA PESADA. COMPOSICAO: LINEAR ALQUIL BENZENO, ALCALINIZANTE, COADJUVANTE, CONSERVANTE, FRAGRANCIA E AGUA. EMBALAGEM DE500 ML. SEMELHANTE AS MARCAS VEJA, CIF E YPE, NOTIFICADO PELA ANVISA.",1
"LIMPADOR MULTIUSO COMPOSTO DE ALQUIL BENZENO, SULFONATO DE SODIO, COADJUVANTE, SEQUESTRANTE, ALCOOL ETOXILADO, FRAGANCIA E AGUA. ROTULO CONTENDO DATA DE FABRICACAO, DATA DE VALIDADE, NUMERO DE LOTE, IDENTIFICACAO DO FABRICANTE E NUMERO DO REGISTRO NA ANVISA OU OUTRO ORGAO COMPETENTE. FRASCO DE 500ML.",1
"LIMPADOR MULTIUSO DOMESTICO PARA LIMPEZA PESADA, LIQUIDO  COMPOSTO DE LINEAR ALQUILBENZENO SULFONATO DE SODIO    TENSOATIVO  NAO IONICO,   ALCALINIZANTE    SEQUESTRANTE,ETER   GLICOLICO    PERFUME   E AGUA,   COM  VALIDADE  1  ANO  A  CONTAR  DA  ENTREGA   EMBALADO  EM FRASCO   PLASTICO   CONTENDO   500   MILILITROS   DO   PRODUTO    LAUDO ANALITICO DO LOTE DO PRODUTO E AUTORIZACAO DE FUNCIONAMENTO DO FABRICANTE NA ANVISA/MS.",1
"LIMPEZA E CONSERVACAO - CONTROLE DE PRAGAS: DESINSETIZACAO, DESRATIZACAO, DESCUPINIZACAO, LIMPEZA E HIGIENIZACAO DE CAIXAS E RESERVATORIOS DE AGUA, DESALOJAMENTO DE POMBOS E MORCEGOS. - CEC CENTRO COMUNITARIO DE EDUCACAO E CIDADANIA. RUA VISCONDE DO",1
"LIMPEZA EM CAIXA D'AGUA DE 10000 LITROS - LIMPEZA INTERNA E XTERNA, COM MATERIAIS NECESSARIOS POR CONTA DA CONTRATADA",1
"LINGUICA TIPO CALABRESA COZIDA E  DEFUMADA.CARNE SUINA,SEM OSSOS,LIMPA,POBRE EM GORDURAS E COM BAIXO TEOR DE CONDIMENTOS,TEMPERADA COM ESPECIARIAS NATURAIS E EMBUTIDA EM ENVOLTORIS NATURAIS,PACOTES DE POLIETILENO,HERMETICAMENTE FECHADOS,ISENTA DE SUBSTANCIAS QUE SEJAM IMPROPRIAS AO CONSUMO E QUE ALTEREM SUAS CARACTERISTICAS.E PROIBIDO O USO DE CMS(CARNE MECANICAMENTE SEPARADA).DEVERA APRESENTAR PARAMETROS DE ACORDO COM A INSTRUCAO NORMATIVA N° 4, 31 DE MARCO DE 2000 E SER ENTREGUE CONGELADA,EM EMBALAGENS ORIGINAIS DE FABRICA DE 5 KG APRESENTANDO ROTULO DE ACORDO COM A PORTARIA N° 371, DE 04 DE SETEMBRO DE 1997. COM ASPECTO CARACTERISTICO,COR PROPRIA SEM MANCHAS PARDACENTAS OU EVERDADAS,ODOR E SABOR PROPRIO, COM ADICAO DE AGUA OU GELO NO MAXIMO 3%.DEVERA SER ENTREGUE CONGELADA.EMBALAGEM DE 5 KG.DEVE POSSUIR SIF(SERVICO DE INSPECAO FEDERAL) OU IMA(INSTITUTO MINEIRO DE AGROPECUARIA) (19644)",1
"LINHA 13 - BOQUEIRAO ALTO, MEDIO E BAIXO, AGUA PRETA E ITINGA.",1
LIXA AGUA 2,1
LIXA D AGUA,1
LIXA D AGUA NO.220,1
LIXA D' AGUA,1
LIXA D' AGUA N° 150,1
LIXA D'AGUA 100,1
LIXA D'AGUA 100 LIXA D'AGUA 100,1
LIXA D'AGUA 120,1
LIXA D'AGUA 180,1
LIXA D'AGUA 60,1
"LIXA D'AGUA EM FOLHA, GRAO 100",1
LIXA D'AGUA G. 360 OXIDO ALUMINIO COSTADO PAPEL,1
LIXA D'AGUA N 100,1
LIXA D'AGUA NO100,1
LIXA D'AGUA Nº 100,1
LIXA D'AGUA Nº 150,1
LIXA D'AGUA.,1
LIXA D?AGUA Nº 120,1
LIXA DE AGUA 120,1
LIXA DE AGUA NUMERO 100,1
"LIXA, D' AGUA N  180",1
"LIXEIRA INDIVIDUAL - COLETA DE COPOS DESCARTAVEIS - LIXEIRA INDIVIDUAL - TIPO: COLETA DE COPOS DESCARTAVEIS DE AGUA E CAFE, MATERIAL: PVC - POLIESTIRENO DE ALTO IMPACTO, CAPACIDADE: 300 COPOS CADA (APROXIMADAMENTE), FORMATO: CILINDRICA, COR: BRANCA,TAMPA: SEM TAMPA, PEDAL: SEM PEDAL, ALCA: SEM ALCA, RODAS: SEM RODAS DIMENSOES APROXIMADAS: 75 CM DE ALTURA, 19,5 CM DE LARGURA, 12 CM DEPROFUNDIDADE, 5,5 CM DE DIAMETRO DO TUBO PARA COPO DE CAFE (50 ML), E8,5 CM DE DIAMETRO DO TUBO PARA O COPO DE AGUA (200ML).",1
LIXEIRA PARA COPOS AGUA E CAFE,1
"LOCACAO DE CAMINHAO PIPA CAPACIDADE DO TANQUE 10.000 LITROS, EQUIPADO COM ESGUICHO, CHUVEIRINHO, RABO DE PAVAO E BOMBA DE SUCCAO DE AGUA 1-ANO DE FABRICACAO: A PARTIR DE 2010  2-DEVERA DISPONIBILIZAR MOTORISTA E COMBUSTIVEL  3-TODAS AS DESPESAS DECORRENTES DE MANUTENCAO GERAL DO VEICULO, PECAS DE REPOSICAO, PNEUS, LAVAGEM, LUBRIFICACAO, BEM COMO MOTORISTA, COMBUSTIVEL E SEGURO, CORRERAO POR CONTA DA EMPRESA CONTRATADA, ASSIM COMO AS DESPESAS E RESPONSABILIDADES PERANTE AS LEIS TRABALHISTAS, PREVIDENCIARIAS, FISCAIS E OUTRAS DE QUALQUER NATUREZA PROVENIENTE DESTE INSTRUMENTO  4- PRAZO DE VIGENCIA CONTRATUAL: 12 MESES  5-REGIME DE PAGAMENTO: HORAS TRABALHADAS  6-QUANTIDADE ESTIMADA DE HORAS MENSAL: 200 HORAS, EM HORARIOS DIVERSOS, DE ACORDO COM A ORIENTACAO DA SECRETARIA DE PROJETOS E OBRAS PUBLICAS  7-PAGAMENTO SERA MENSAL  8 - PERIODO: DE SEGUNDA A SEXTA-FEIRA, DAS 07:00 HORAS AS 18:00 HORAS, COM INTERVALO PARA ALMOCO E EXCEPCIONALMENTE NOS FINAIS DE SEMANA, SE HOUVER NECESSIDADE  9 -",1
"LOCACAO DE ESTRUTURAS - LOCACAO DE PALCO, EM ESTRUTURA DE ALUMINIO Q30 OU Q50 EM FORMATO DE  DUAS  OU  UMA  AGUA. TAMANHO 08 X 06 M - DIARIA",1
LOCACAO DE REDE DE AGUA OU ESGOTO. AF_10/2018 4/6 PG,1
"LOCACAO DE TENDA TENDAS 5X5 COM FECHAMENTO E BALCAO - 02 DIARIAS CONTENDO: COBERTURA TIPO CHAPEU DE BRUXA OU PIRAMIDE DE COR BRANCA, FECHAMENTO EM LONA DE PVC DE ALTA RESISTENCIA, COM PROTECAO UV, ANTI-CHAMAS E AUTO-EXTINGUIVEL, COM 4 FECHAMENTOS LATERAIS, SERVICO DE CALHA PARA O ESCOAMENTO DE AGUA E DOIS BALCOES TAMANHO. 5M DE LARGURA POR 1,20M DE ALTURA (UM EM CADA LATERAL DA TENDA). INCLUSO - TRANSPORTE, MONTAGEM, DESMONTAGEM , EQUIPE TECNICA ,SEGURO, RESPONSABILIDADE CIVIL PELA SEGURANCA DOSEQUIPAMENTOS E TODAS AS DESPESAS REFERENTES AS DIARIAS, ACOMODACOES E ALIMENTACAO DOS FUNCIONARIOS",1
"LUSTRA MOVEIS - COM TEFLON,BRILHO SECO. COMPOSICAO: OLEO MINERAL, SILICONE, FRAGRANCIA, PRESERVANTE E AGUA,LIQUIDO LEITOSO BRANCO,,PRODUTO ACONDICIONADO EM EMBALAGEM ORIGINAL LACRADA, COM ROTULO ORIGINAL DA FABRICA, CONTENDO: COMPOSICAO,IDENTIFICACAO DO PRODUTO(TIPO TAMANHO/LITRAGEM), DADOS COMPLETOS E CNPJ DA EMPRESA FABRICANTE, MODO DE USO, PRECAUCOES, DATA DE VALIDADE E CONSTAR O REGISTRO OU NOTIFICACAO NA ANVISA .",1
LUSTRA MOVEIS ESPESSANTE   EMBALAGEM 200MLPARA POLIMENTO DE MADEIRA E MOVEIS EM GERAL  COMPOSICAO  SILICONE  OLEO MINERAL  PRESERVANTE LAVANDA E AGUA  NA EMBALAGEM DEVERA CONSTAR INFORMACOES E ADVERTENCIAS 92531,1
"LUSTRA MOVEL,POLIFLOR LAVANDA CAIXA COM 12 UNIDADE COMPOSICAO: -CERA MICROCRISTALINA, CERA DE PARAFINA, SILICONE, EMULSIFICANTE, ESPESSANTE, DERIVADO DE ISOTIAZOLINONA, SOLVENTES, ALIFATICOS, FRAGRANCIA E AGUA.",1
LUVA 40MM PARA INSTALACAO DE AGUA,1
LUVA 50 MM P/AGUA,1
LUVA 50 MM PARA AGUA.,1
LUVA CORRER PVC SOLD P/AGUA FRIA PREDIAL 50 MM - 00003847,1
LUVA DE CORRER PVC MARROM (AGUA FRIA) 40MM,1
"LUVA DE PROTECAO CONTRA VIBRACAO. ANTIVIBRATORIA - CARACTERISTICAS: AS LUVAS SAO ESPECIALMENTE FORMULADAS COM LATEX NATURAL QUE POSSUI EXCELENTE FUNCAO ANTIDERRAPANTE E RESISTENCIA AO DESGASTE. EFETIVAMENTE EVITE A COLISAO E O APERTO CAUSADOS PELA INDUSTRIA DE MANUSEIO E PROTEJA TOTALMENTE SUAS MAOS. O DESIGN DA IMPRESSAO DE BLOQUEIO E BOTAO NA PARTE DE TRAS DA MAO PODE EFETIVAMENTE APERTAR O PULSO E EVITAR QUE ELE CAIA. SUPORTE PARA USO REPETIDO, CONVENIENTE PARA LIMPAR, BASTA ENXAGUAR COM AGUA, SECA-LO E COLOCAR EM UM LOCAL VENTILADO APOS O USO. PROTECAO AMBIENTAL, SEGURO E NAO POLUENTE, EXCELENTE DESEMPENHO RESPIRAVEL. AO USAR MARTELO PARA BATER E PERFURAR FUROS, AS LUVAS PODEM EVITAR DANOS CAUSADOS POR FORTES VIBRACOES. ESPECIFICACAO: MATERIAL: LATEX COR: MOSTRADO COMO IMAGEM QUANTIDADE: 1 PAR COMPRIMENTO: 26 CM PESO DO PACOTE: APROX. 109G FUNCAO: ANTI-VIBRACAO, PROTECAO CONTRA IMPACTO, RESISTENCIA AO DESGASTE.",1
LUVA DE PVC RIGIDO SOLDAVEL 20MM FABRICACAO CONFORME NBR 5648 COM DIAMETRO NOMINAL DE 20MM NA COR MARROM PARA SER UTILIZADA EM INSTALACAO PREDIAL DE AGUA FRIA,1
"LUVA ESTERIL. 8-0      LUVA EM LATEX 100% NATURAL, ANATOMICAS, PULVERIZADAS COMPO BIO-ABSORVIVEL A BASE DE AMIDO DE MILHO  SUPERFICIE MICROTEXTURIZADA, ANTIDESLIZANTE, TOTALMENTE IMPERMEAVEL A AGUA E A OUTROS FLUIDOS    BAINHAS REFORCADAS,RESISTENTES, COM TENSAO DE RUPTURA MINIMA, ATENDENDOO PADRAO AQL 1,5    ALTA SENSIBILIDADE E CONFORTO, COM BAIXO TEOR DE PROTEINA (MENOS DE 100PPM POR CONTEUDO)    EMBALAGEM TIPO WALLET, INDICANDO MAO DIREITA E ESQUERDA    EMBALAGEM DO PARDE LUVAS CONFECCIONADA EM PAPEL GRAU CIRURGICO, DE FACIL ABERTURA  ATOXICA ESTERILIZADA POR OXIDO DE ETILENO.   CAIXAS C/ 200 PARES",1
LUVA P/AGUA 32MM PVC DE CORRER,1
"LUVA PVC  SOLDAVEL 1 , COR MARROM,P/AGUA.",1
LUVA PVC RIGIDO AGUA SOLDAVEL AZUL 25 X 1/2,1
LUVA PVC ROSCAVEL BRANCA PARA AGUA FRIA 1.1/2,1
LUVA PVC SOLDAVEL1/2  AGUA,1
"LUVA SIMPLES PVC SOLDAVEL EB-892 P/AGUA FRIA DE 60MM - LUVA SIMPLES - MARROM PARA AGUA FRIA DE 60MM COM CAPACIDADE DE SUPORTE DE 75MCA DE PRESSAO ESTATICA, COR MARROM, MARCAS TIGRE, AMANCO, UNOCANN OU SIMILAR, EB-892/NBR5648/5680. (4898)",1
"LUVA UNIAO, PVC SOLDAVEL, LL 20MM, P/AGUA.",1
"LUVAS DE PROCEDIMENTOS TAMANHO MEDIO EM LATEX 100% NATURAL, NAO ESTERIL, AMBIDESTRAS, RESISTENTES, COM TENSAO DE RUPTURA MINIMA, ATENDENDO AO PADRAO 1.5 AQL TOTALMENTE IMPERMEAVEL A AGUA E A OUTROS FLUIDOS, SUPERFICIE LISA. ATENDENDO AS EXIGENCIAS DA RDC NO. 05 DE 15 DE FEVEREIRO DE 2008 (CA E LOTE IMPRESSOS NO PUNHO). CA = 13.030. VALIDADE DE 5 ANOS DA DATA DE FABRICACAO COM REGISTRO NA ANVISA. CAIXA COM 100 UNIDADES.",1
"LUVAS EM LATEX 100% NATURAL, RESISTENTE, COM TENSAO DE RUPTURA MINIMA, ATESTADO AO PADRAO AQL 1,5, TOTALMENTE IMPERMEAVEL A AGUA E OUTROS FLUIDOS, TAL",1
MACACAO PARA PROTECAO DO TRONCO E MEMBROS SUPERIORES E INFERIORES MODELO TIPO JARDINEIRA PRODUTO FORMADO POR UM CONJUNTO COMPLETO MACACAO BOTAS E LUVAS ACOPLADAS O MACACAO E TOTALMENTE IMPERMEAVEL INCLUSIVE NAS BOTAS E LUVAS QUE DEVERAO SER SELADOS AO MACACAO SEU USO E INDICADO PARA RISCO PROVENIENTE DE AGUA E CONTAMINANTES QUE PODEM AGREDIR A PELE DO USUARIO DEVEM SER CONFECCIONADO EM PVC GROSSO KP 400 O SUFICIENTE PARA PROTECAO DE INUMEROS CONTAMINANTES SUA COR DEVE SER AMARELA COM CA CERTIFICADO DE APROVACAO DO MTE MINISTERIO DO TRABALHO E EMPREGO,1
"MACARRAO CORTADO TIPO PADRE NOSSO  - COM OVOS, ENRIQUECIDO COM FERRO E ACIDO FOLICO, DEVERAO SER FABRICADOS A PARTIR DE MATERIAS PRIMAS SAS E LIMPAS ISENTAS DE MATERIAS TERROSAS, PARASITOS E LARVAS. AS MASSAS AO SEREM POSTAS NA AGUA NAO DEVERAO TURVA",1
"MACARRAO ESPAGUETE Nº 08   MASSA DE SEMOLA TIPO ESPAGUETE, COMPRIDO, FINO, ENRIQUECIDA COM FERRO A ACIDO FOLICO, EM EMBALAGENS DE POLIETILENO DE 1 KG. AS MASSAS AO SEREM POSTAS NA AGUA, NAO PODERAO TURVA-LAS ANTES DA COCCAO, NAO PODENDO ESTAR FERMENTADAS OU RANCOSAS. PRAZO MINIMO DE VALIDADE: 03  TRES  MESES. -",1
"MACARRAO PENNE,PRODUTO NAO FERMENTADO PELO AMASSAMENTO MECANICO DE FARINHA DE TRIGO COMUM E/OU SEMOLA/SEMOLINA. ENRIQUECIDO COM FERRO E ACIDO FOLICO, CORANTE NATURAL DE CURCUMA E URUCUM, .AS MASSAS AO SEREM POSTAS NA AGUA NAO DEVERAO TURVA-LAS ANTES DA COCCAO, NAO PODENDO ESTAR FERMENTADAS OU RANCOSAS. COM RENDIMENTO MINIMO APOS O COZIMENTO DE 2 VEZES A MAIS DO PESO ANTES DA COCCAO. EMBALAGEM DE 500 GRAMAS, TRANSPARENTE E APRESENTAR DATA DE VALIDADE.",1
"MACARRAO SEMOLA SEM OVOS TALHARIM MACARRAO SEMOLA SEM OVOS TIPO TALHARIM - FARINHA DE TRIGO ENRIQUECIDA COM FERRO E ACIDO FOLICO (100G DE FARINHA DE TRIGO DEVE FORNECER NO MINIMO 4,2 MG DE FERRO E 150 MCG DE ACIDO FOLICO (RCD 344   13/12/02), SEM OVOS, CORANTE NATURAL DE URUCUM E CURCUMA MAIS BETA CAROTENO (PRO-VITAMINA A) ADICIONADOS COM AGUA E SUBMETIDOS A PROCESSO TECNOLOGICO ADEQUADO. MASSA ALIMENTICIA EM CONFORMIDADE COM A LEGISLACAO VIGENTE. CONTEM GLUTEN. EMBALAGEM PRIMARIA DE SACOS EM POLIETILENO ATOXICA, COM CONTEUDO LIQUIDO DE NO MINIMO 500 GRS, DEVIDAMENTE LACRADO. VALIDADE MINIMA DE 12 MESES DA ENTREGA DO PRODUTO. O PRODUTO DEVERA TER O SELO DA ABIMA.",1
"MACARRAO TIPO AVE MARIA OU PADRE NOSSO EMBALAGEM 1 KG. PRODUTO NAO FERMENTADO OBTIDO PELO AMASSAMENTO MECANICO DE FARINHA DE TRIGO COMUM E/OU SEMOLA/SEMOLINA. FABRICADO A PARTIR FARINHA DE TRIGO ENRIQUECIDA COM FERRO ACIDO FOLICO, DE MATERIAS PRIMAS SAS LIMPAS, ISENTAS DE MATERIA TERROSAS, PARASITOS E LARVAS. AS MASSAS AO SEREM POSTAS NA AGUA NAO DEVERAO TURVA-LAS ANTES DA COCCAO, NAO PODENDO ESTAR FERMENTADAS OU RANCOSAS. COM RENDIMENTO MINIMO APOS O COZIMENTO DE 2(DUAS) VEZES A MAIS DO PESO ANTES DA COCCAO. COM VALIDADE MINIMA DE 3(TRES) MESES APOS A DATA.",1
"MACARRAO TIPO ESPAGUETI C/ 500 G MACARRAO ESPAGUETI, VITAMINADO, NAO FERMENTADO, OBTIDO PELO AMASSAMENTO DA FARINHA DE TRIGO ESPECIAL COM AGUA ADICIONADA DE OVOS. MASSA SECA COM OVOS FABRICADA A PARTIR DE MATERIAS PRIMAS SELECIONADAS, SAS, LIMPAS E DE BOA QUALIDADE. PREPARADA COM 3 OVOS POR QUILO, NO MINIMO CORRESPONDENTE A 0,045G DE COLESTEROL POR QUILO, SEM ADICAO DE CORANTES. TENDO, NO MAXIMO, UMIDADE DE 13%, LIVRE DE MATERIA TERROSA, PARASITAS, LARVAS E DETRITOS ANIMAIS E VEGETAIS. CONTENDOA VITAMINA A, COMPLEXO B, NICOTINAMIDA (PP) E FERRO. AO SEREM POSTOS EM AGUA NAO DEVERAO TURVA-LA ANTES DA COCCAO. EMBALAGEM SACOS DE POLIETILENO ATOXICO, TRANSPARENTE REFORCADO DE 500 G. PODERA SER ADICIONADO APENAS CORANTES NATURAIS. AS MASSAS DEVERAO TRAZER NO ROTULO A DESIGNACAO EXPRESSA DE SUA NATUREZA. ROTULAGEM NUTRICIONAL OBRIGATORIA. DEVERA SER ENTREGUE NO MAXIMO 30 DIAS APOS O EMPACOTAMENTO.",1
"MACARRAO TIPO PARAFUSO PRIMEIRA QUALIDADE COM OVOS - PACOTE DE 500G PACOTES BEM FECHADOS E INTACTOS. COMPOSICAO MINIMA: CARBOIDRATOS 70G, PROTEINAS 13G, LIPIDIOS 1,2G, COLESTEROL MINIMO 15MG. AS MASSAS AO SEREM POSTAS NA AGUA NAO DEVERAO TURVA-LAS ANTES DA COCCAO, NAO PODENDO ESTAR FERMENTADAS OU RANCOSAS.",1
"MAIONESE 500G - VIDROS DE MAIONESE CONTENDO 500 GRAMAS. 0   ZERO POR CENTO   DE GORDURA TRANS. VALOR ENERGETICO 40 KCAL. FONTE DE VITAMINA E.  AGUA. OLEO VEGETAL, OVOS PASTEURIZADOS, AMIDO MODIFICADO, VINAGRE, ACUCAR, SAL,SUCO DE LIMAO, ACIDULANTE AC",1
MAIONESE 500G CONTEM AGUA  OLEO VEGETAL  VINAGRE  AMIDO MODIFICADO  OVOSO PASTEURIZADOS  ACUCAR  SAL  SUCO DE LIMAO  ACIDULANTE  ACIDO LATICO  ESPESSANTE GOMA XANTANA  CONSERVADOR ACIDO SORBICO  SEQUESTRANTE EDTA CALCIO DISSODICO  CORANTE PAPRICA  AROMATIZANTE (AROMA NATURAL DE MOSTARDA) E ANTIOXIDANTES ACIDO CITRICO  BHT E BHA  NAO CONTEM GLUTEN  500 GRAMAS,1
MANGUEIRA DE ALTA PRESSAO PARA AGUA E AR,1
MANGUEIRA DE AR/AGUA 1/2 PT300 MANGUEIRA DE AR/AGUA 1/2 PT300,1
MANGUEIRA PVC CRISTAL 3/4 3 0MM MANGUEIRA LINHA CRISTAL SAO RECOMENDADAS PARA TRANSPORTE DE AR AGUA OU FLUIDOS  INORGANICOS TAIS COMO ACIDO E BASE MEDIA PRESSAO SAO UTILIZADOS PRINCIPALMENTE PARA MEDICAO DE NIVEL EM CONSTRUCAO CIVIL E IRRIGACAO,1
"MANGUEIRA, PARA JARDIM COM 50 METROS, CONFECCIONADA EM PVC E POLIESTER TRANCADO, PRESSAO DE AGUA ATE 10 BAR, ACOMPANHADA DE 01 JOGO DE ENGATES, ROSQUEADORES E 01 ESGUICHO.",1
"MAQUINA DE LAVAR ROUPAS   11 KG ESPECIFICACOES  TECNICAS: LARGURA: 61CM ALTURA: 100CM PROFUNDIDADE: 65CM PESO: 36.5KG LAVADORA DE ROUPAS CONSUMO: 0,31KWH COR: BRANCO GARANTIA: 12 MESES CESTO INOX COM BASE PLASTICA CAPACIDADE TOTAL  KG : 11 ABERTURA DA TAMPA: SUPERIOR PES NIVELADORES: SIM TEMPERATURA DA AGUA: FRIA CICLOS DE LAVAGEM: 16 PROGRAMAS NIVEIS DE AGUA: 4 NIVEIS DISPLAY ELETRONICO FUNES: LAVA, ENXAGUA, CENTRIFUGA CONSUMO APROXIMADO DE AGUA: 130L FILTRO: SIM CENTRIFUGAO: 750 RPM POTENCIA: 850W  -",1
"MAQUINA DE LAVAR, GABINETE ZYNCPLUS - EM ACO GALVANIZADO, CESTO, EM POLIPROPILENO, AUTOMATICA, CAPACIDADE DE ROUPA SECA: 12 KG, EFICIENCIA ENERGETICA: CLASSE A, VELOCIDADES DE CENTRIFUGACAO: 750 RPM, FUNCOES: 12 PROGRAMAS DE LAVAGEM, NIVEIS DE AGUA: 4 SENDO: EXTRA BAIXO, BAIXO, MEDIO, ALTO, EXTRAS: TURBO AGITACAO, ECONOMIA, DUPLO ENXAGUE, LAVA EDREDOM, SISTEMA DE LAVAGEM: AGITACAO, ALIMENTACAO: 110 /220 V.",1
"MAQUINA ELETRICA DE CORTAR CABELO, LINHA PROFISSIONAL, FABRICACAO NO BRASIL COM IDENTIFICACAO DO INMETRO, MOTOR SHUNT SUPER POTENTE DE 9 W - V9000, MOTOR VIBRATORIO E SILENCIOSO, INDICADOR DE AJUSTE DE POTENCIA NA MAQUINA, ALAVANCA REGULADORA DE NIVEL DE CORTE E DE TEXTURA SEM TROCAR DE LAMINA, 220 V 60 HZ, LAMINA EM ACO INOX A PROVA D'AGUA, MEDINDO 10 X 10 X 28 CM (L X A X P), PESANDO 500G, PLUG BIPOLAR COM MARCA DE IDENTIFICACAO DO INMETRO E PINOS ARREDONDADOS, EMBALAGEM COM IDENTIFICACAO DO INMETRO. INCLUIDO: 4 (QUATRO) PENTES AJUSTAVEIS (3, 6, 10 13 MM), 1 (UMA) ESCOVA DE LIMPEZA, 1 (UM) OLEO LUBRIFICANTE, 1 (UM) PENTE DE CABELO, 1 (UM) PROTETOR DE LAMINA E UM MANUAL EM PORTUGUES COM CERTIFICADO DE GARANTIA.",1
MARCA TEXTO A BASE D AGUA,1
"MARCA TEXTO AMARELO  - CANETA FLUORESCENTE, TINTA A BASE DE AGUA, CONTENDO 2,50G, ESPESSURA DO TRACO: 2,5 OU 5,00 MM, LONGEVIDADE: APROXIMADO 2.500 CM2,CORPO, TAMPA E FUNDO EM POLIPROPILENO, FILTRO EM POLIESTER, PONTA CHANFRADA EM POLIETILENO CORES VIVAS, SECAGEM RAPIDA E TINTA LIVRE.",1
MARCADOR PARA ESCRITA EM LAMINA DE RETROPROJETOR COM PONTA DE 20 MM RESISTENTE A AGUA LAVAVEL EM ALCOOL NAS CORES PRETA AZUL VERMELHA CX COM 12 UNIDADES,1
MARCADOR TEMPERATURA DA AGUA 1,1
"MARCADOR, DE TEXTO COR AMARELA FLUORESCENTE, PONTA CHANFRADA, COM 2 POSSIBILIDADES DE LARGURA DOS TRACOS (TRACOS LARGOS E FINOS), TINTA A BASE DE AGUA, ESPESSURA DO TRACO FINO:1,0 MM E DO TRACO LARGO: 4,5 MM, PONTA EM POLIETILENO, CORPO, TAMPA E FUNDO EM POLIPROPILENO.",1
"MARGARINA - MARGARINA VEGETAL CREMOSA COM SAL- EMBALAGEM 500GR - MARGARINA - MARGARINA VEGETAL CREMOSA COM SAL, OBTIDA COMO RESULTADO DA EMULSAO DE OLEOS E/OU GORDURAS VEGETAIS COMESTIVEIS E SAL REFINADO. O PRODUTO DEVERA TER 15.000 UI DE VITAMINA A POR KG. CONTEUDO MAXIMO DE AGUA DE 16  SOBRE O PESO BRUTO.  A  EMBALAGEM: O PRODUTO DEVERA ESTAR ACONDICIONADO EM EMBALAGEM PRIMARIA DE POLIETILENO FECHADO POR METODO QUE GARANTA A INVIOLABILIDADE DO PRODUTO COM PESO LIQUIDO DE 500  QUINHENTOS  GRAMAS.",1
