ID,dsc_item,melhor_classif,match_score
458,composto lacteo adicionado de vitaminas minerais e fibras combinacao exclusiva de calcio proteina e vitamina d sem adicao de acucares rico em selenio vitamina d e b12 fonte de calcio fosforo zinco cobre vitaminas a e k c b1 b6 acido pantotenico e biotina e sem adicao de sacarose e de outros acucares* sem gluten  contem lactose contem fibras soluveis e sem sabor podendo ser reconstituido com agua ou ser adicionado ao final de receitas doces e salgadas  contem acucares proprios dos ingredientes desenvolvido para adultos maiores de 50 anos com necessidades de complementos nutricionais beneficios calcio e vitamina d auxiliam na manutencao de ossos fortes proteina contribui na manutencao dos musculos vitaminas b1 b2 b3 b5 b6 e biotina contribuem para uma producao e liberacao de energia zinco e vitamina c contribuem para o sistema imunologico ferro auxilia na formacao das celulas vermelhas caracteristicas tecnicas fonte de macronutrientes gorduras  31%, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,20
459,cone barril material cilindrico fabricado em polietileno de baixa densidade com protecao contra raios uv resistente a intemperies sol e chuva com 123 m de altura com 3 fitas adesivas refletivas de alta visibilidade de 7cm cada com rebaixo individual para a protecao das mesmas na parte superior possuir alca para facilitar o transporte e orificio para encaixe de pisca de advertencia externo ou interno sinalizador noturno base quadrada de 60 cm x 60 cm com area externa para personalizacao e area interna para encher com agua ou areia  na parte inferior possuir 4 elevacoes para passagem de agua peso do cone 70 kg na cor laranja devera ser impressa ou silkada a logomarca da transcon conforme padrao da autarqu, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,23
460,conjunto de bomba submersa 5 hp trifasico 220 v  ou similar  vazao ate 12000 lts d'agu, conjunto de distribuicao de ceia  religioso ,44
461,container de lixo com capacidade de 1000 litros nominimo fabricado em polietileno de alta densidade com protecao contra raios uv possui 04 rodas de borracha macica tampa que evita o acumulo de agua e antirruido carga de 400 kg no minimo projetado para ser utilizado na coleta mecan, servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med,38
462,contratacao de empresa especilalizada  em servico de  desalojamento de pomboscom aplicacao de gel repelente com garantia de 30 dias incluindodesintetizacao e desratizacao com monitoramento e limpeza nas caixas d agua  pre escolar gaspar braz de arauj, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,40
463,contratacao de veiculo tipo onibus minimo 36 lugares ano de fabricacao 2007 acima linha de transporte escolar municipal n 1201 percurso diario 94000 kms no itinerario faz do nivaldo pedras faz ana br 251 coagril aeroporto trevo agua branca rio preto unai para a e e virgilio de melo franco  e e vigario torres  unimontes no horario da t sendo 245 dias letivos e escolares no periodo de 0102 ate 31122022, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
464,copo alto tipo long drink  material vidro  cilindrico  sem curvaturatransparente  incolor  liso  reutilizavel  para agua  suco  refrigerante  capacidade 300ml  dimenses de altura 13cm  6 5 de dimetro  variacao de 15 108921, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,38
465,copo de vidro para agua alto transparente capacidade de 415 ml, caixa de papelao para transporte individual de fita magne,52
466,copo descartavel 200ml para agu, composto resistente a agu,53
467,copo descartavel 300 ml resistente  copo plastico de boa qualidade branco ou transparente em polipropilenonao toxicocapacidade de 300 ml para agua suco e refrigerante com resistencia diferenciada do copo de 300 ml comumo pacote deve conter 1, servicos de  arrendamento  mercantil operacional ou locacaode maquinas e equipamentos sem oper,39
468,copo descartavel para agua branco transparente em polietireno obedecendo as normas da abnt 14865 capacidade 50 ml pacote com 100 un, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,43
469,copo descartavel para agua transparente capacidade de 200 ml acondicionado em pacote com 100 unid, materiais a granel para acondicionamento e embal,48
470,copo descartavel para agua suco incolorbranco  300ml pacote com 100 un, materiais a granel para acondicionamento e embal,45
471,copo descartavel para o consumo de agu, servicos de suporte para transporte aqua,56
472,copo plastico descartavel copo plastico descartavel de 200ml para agua caixa 2500 unidades os copos devem estar em conformidade com a norma tecnica 148652002 da abnt e norma nbr 13230 com massa minima de 220 gramas o vencedor devera apresentar laudo de laboratorio credenciado junto ao inmetro que comprovem os cristerios  de aceitacao estabelec, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,36
473,copo tipo taca para agua 360 ml crist, porta para rede  pesca profiss,50
474,corante liquido a base de agua 50ml, propelente liquido embalado a base de petrole,59
475,corante soft gel amarelo gema 60g  ingredientes agua acucar invertido xarope de glucose amido modificado sal refinado espessantes goma carragena ins407 e goma jatai ins410 acidulante acido citrico ins330 conservadores benzoato de sodioins211 e sorbato de potassio ins202 e corante artificiais tartrazina ins102 e amarelo crepusculo ins110 nao contem gluten, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,34
476,corretivo liquido a base de agua para erros de escrita manual e datilografica atoxica frasco com 18 ml, servicos de integracao de sistemas em tecnologia da informacao e comunicacao tic,48
477,corretivo a base de agua  lavavel atoxico e inodoro igual ou superior a marca toque magico faber castell ou bic enviar amostr, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,45
478,corretivo a base de agua 12 ml cx c12 un, carretilha de uso em cost,48
479,corretivo liquido  corretivo liquido frasco de 18ml a  base  de  agua  ideal  para  uso sobre   todos   os   papeis   para corrigir fotocopia fax e tinta de caneta    esferografica    produto atoxico    teste     do     produto excelente cob, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,38
480,corretivo liquido 18ml  nao toxico a base de agua dispersantes e titanio secagem rapida com dados de identificacao do produto marca do fabric, servicos relacionados com a producao de filmes cinematograficos de televisao e programas de radi,47
481,corretivo liquido a base de agua atoxico para correcao de qualquer tipo de escrita frasco c18 ml1695, servicos de manutencao e reparo da maquinaria de escritorio e cont,50
482,corretivo liquido a base de agua tubo de 18 ml, combustiveis e propelentes liquidos a base de petrole,56
483,corretivo liquido a base de agua nao toxico  18ml cx c 12 un, combustiveis e propelentes liquidos a base de petrole,49
484,corretivo liquido material a base de agua secagem rapida frasco c 18 ml cx com 12 un  marca de referencia faber castel bic maripel, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,44
485,corretivo liquido secagem rapida a base de agua sem odor atoxico frasco de 18ml caixa com 12 un, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,48
486,coxa e sobrecoxa de frango coxa e sobrecoxa de frango corte de frango deve apresentarse com carimbo de inspecao do orgao competente nao deve apresentar gelo superficial agua dentro da embalagem nem qualquer sinal de recongelamento gelo de cor avermelhada por exemplo nao podem ter manchas de qualquer especie nem parasitos nem larvas o sabor e o odor devem ser caracteristicos a cor deve ser rosada sem tempero congel, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
487,creme hidratante para o corpo embalagem com 500 ml composicao agua alcool cetoestearilico oleo mineral vaselina solida ureia dimeticona 20010, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,42
488,curativo a base de agua hidrogel com 60% agu, servicos relativos a eletricidadegas e a distribuicao de agu,50
489,curativo filme transparente placa 6x7cm filme de poliuretano transparente hipoalergenico alta per curativo filme transparente placa 6x7cm filme de poliuretano transparente hipoalergenico alta permeabilidade ao vapor permitindo trocas gasosas e impermeavel a agua e microorganismos de facil visualizacao e inspecao do sitio de insercao do cateter e que ofereca boa estabilidade prevenindo a sua migracao esteril embalado individualmente tamanho aproximado de 6 x 7cm validade e esterilizacao nao inferior a 2 anos cota reservada a meepp, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,28
490,curva 20x45 sold agu, escova de vassoura mag,47
491,curva 45deg pvc agua fria 20mm ou 34, arame de aco para mol,48
492,curva 90 graus em pvc soldavel para agua 25mm, peca  acessorio  componente para mop agua  p,49
493,curva em pvc para agua bitolada de 34pol rosca  90 grau, gravacao de som e servicos de posproducao de audi,48
494,curva pvc rigido 25 mm angulo 90 graus para instalacoes prediais de agua fria conforme nbr 9821 e 56, servicos de manutencao e instalacao de equipamentos de tic,44
495,cx d agua  polietileno  310l , bobina de polietilen,56
496,cx d'agua polietileno 1000l, chapa poliestiren,58
497,decalque de olhos a base de agu, solvente de tinta a base de malt,56
498,descida d?agua tipo degrau dn 500 exclusive bota f, servicos de manutencao e reparo de veiculos a mo,44
499,desinfetante liquido  composicao  tensoativo nao ionico tensoativo cationico preservante corante perfume e agua perfume de lavanda e educalipto  acondicionado em frasco plastico de 2 lt1758, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,41
500,destilador de agua capacidade de destilacao de 2 litros hora  garantia minima de 12 meses a partir da data de entreg, servicos de instalacao de maquinaria e de equipamentos industriais de manfatura e serv,48
501,destilador de agua portatil   especificacoes tecnicas dimensao da embalagem 450 x 290 x 450 mm peso com embalagem 500 kg garantia 12 meses frequencia 50hz60hz producao 10001200ml  1 hora capacidade maxima 04 litros voltagem 220v potencia 750w, servicos de  arrendamento  mercantil operacional ou locacaode maquinas e equipamentos sem oper,36
502,detergente  aditivo alcalino para lavagem de roupas indicado como reforcador alcalino tanto na prelavagem como na lavagem de roupas quando associado a um detergente age de forma ideal em todas as sujidades principalmente com fluidos corporais e sujidades de oleos graxas e gorduras tem funcao de dilatar as fibras dos tecidos e abrir espaco para o detergente agir de forma mais eficiente  diluicao 0110  embalagem 50 litros  por se tratar de produto para diluicao em agua o fornecedor oferecera em comodato o dosador de produtos com opcoes de 15 processos de lavagem parametrizacao com 3 niveis de aga e automocao do processo atraves de bombas hidraulicas controle do nivel de agua na lavadora  e descarte de agua atraves de pistao pneumatico manutencoes preventivas e corretivas pontuais  sempre que solicitado sem custos ou taxas de deslocamento  exigencias quanto ao produto anvisa fispq fca de especificacao tecn, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,20
503,detergente 500ml  com tensoativos anionicos sequestrante derivados de isotiazolinonas espessante corante fragrancia e agua componente ativo lin, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,44
504,detergente neutro em caixas contendo 24 unidades  liquido biodegradavel concentrado bico dosador tipo pushpull frasco de 500ml composicao aquil benzeno sulfato de sodio principio ativo neutralizante conservante sequestrante coadjuvanteespessante sais organicos fragrancia corante e agua enviar amostra para analise marca pre aprovada ype e limpol, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,35
